PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
239,0,2,"Pengelly, Mr. Frederick William",1,-0.7962859910387481,0,0,28665,-0.43700743807979686,,2
240,0,2,"Hunt, Mr. George Henry",1,0.27961181545932834,0,0,SCO/W 1585,-0.4012683683236117,,2
241,0,3,"Zabour, Miss. Thamine",0,-0.10463740114712752,1,0,2665,-0.3573908580066095,,0
242,1,3,"Murphy, Miss. Katherine ""Kate""",0,-0.10463740114712752,1,0,367230,-0.3363340021468808,,1
243,0,2,"Coleridge, Mr. Reginald Charles",1,-0.027787557825836348,0,0,W./C. 14263,-0.43700743807979686,,2
244,0,3,"Maenpaa, Mr. Matti Alexanteri",1,-0.5657364610748746,0,0,STON/O 2. 3101275,-0.5049620073345151,,2
245,0,3,"Attalah, Mr. Sleiman",1,0.04906228549545483,0,0,2694,-0.5029485386158568,,0
246,0,1,"Minahan, Dr. William Edward",1,1.1249600919935314,2,0,19928,1.163700193253568,C78,1
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",0,-0.33518693111100106,0,0,347071,-0.4918744606632361,,2
248,1,2,"Hamalainen, Mrs. William (Anna)",0,-0.41203677443229225,0,2,250649,-0.35646868933346404,,2
249,1,1,"Beckwith, Mr. Richard Leonard",1,0.5870111887444931,1,1,11751,0.40974072380221066,D35,2
250,0,2,"Carter, Rev. Ernest Courtenay",1,1.893458525206443,1,0,244252,-0.12491978668775715,,2
251,0,3,"Reed, Mr. James George",1,-0.10463740114712752,0,0,362316,-0.5024451714361923,,2
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,-0.027787557825836348,1,1,347054,-0.43776248884929375,G6,2
253,0,1,"Stead, Mr. William Thomas",1,2.5082572717767726,0,0,113514,-0.11384570873513637,C87,2
254,0,3,"Lobb, Mr. William Arthur",1,0.04906228549545483,1,0,A/5. 3336,-0.32425318983493084,,2
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,0.8944105620296577,0,2,370129,-0.2414492887801075,,2
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,-0.027787557825836348,0,2,2650,-0.3414522396297103,,0
257,1,1,"Thorne, Mrs. Gertrude Maybelle",0,-0.10463740114712752,0,0,PC 17585,0.9462455716384695,,0
258,1,1,"Cherry, Miss. Gladys",0,0.04906228549545483,0,0,110152,1.093228788100527,B77,2
259,1,1,"Ward, Miss. Anna",0,0.4333115021019107,0,0,PC 17755,9.667166525013505,,0
260,1,2,"Parrish, Mrs. (Lutie Davis)",0,1.5860591519212783,0,1,230433,-0.12491978668775715,,2
261,0,3,"Smith, Mr. Thomas",1,-0.10463740114712752,0,0,384461,-0.49237782784290063,,1
262,1,3,"Asplund, Master. Edvin Rojj Felix",1,-2.025883484179407,4,2,347077,-0.016444159470040135,,2
263,0,1,"Taussig, Mr. Emil",1,1.7397588385638607,1,1,110413,0.955306180872432,E67,2
264,0,1,"Harrison, Mr. William",1,0.8175607187083667,0,0,112059,-0.6484216535389205,B94,2
265,0,3,"Henry, Miss. Delia",0,-0.10463740114712752,0,0,382649,-0.49237782784290063,,1
266,0,2,"Reeves, Mr. David",1,0.5101613454232019,0,0,C.A. 17248,-0.43700743807979686,,2
267,0,3,"Panula, Mr. Ernesti Arvid",1,-1.0268355210026217,4,1,3101295,0.1506737441786005,,2
268,1,3,"Persson, Mr. Ernst Ulrik",1,-0.33518693111100106,1,0,347083,-0.4918744606632361,,2
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",0,2.200857898491608,0,1,PC 17582,2.441497778832105,C125,2
270,1,1,"Bissette, Miss. Amelia",0,0.4333115021019107,0,0,PC 17760,2.0825124140450755,C99,2
271,0,1,"Cairns, Mr. Alexander",1,-0.10463740114712752,0,0,113798,-0.024246350754841113,,2
272,1,3,"Tornquist, Mr. William Henry",1,-0.33518693111100106,0,0,LINE,-0.6484216535389205,,2
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,0.8944105620296577,0,1,250644,-0.255795253400548,,2
274,0,1,"Natsch, Mr. Charles H",1,0.5870111887444931,0,1,PC 17596,-0.05042144409739929,C118,0
275,1,3,"Healy, Miss. Hanora ""Nora""",0,-0.10463740114712752,0,0,370375,-0.49237782784290063,,1
276,1,1,"Andrews, Miss. Kornelia Theodosia",0,2.585107115098064,1,0,13502,0.921244330558889,D7,2
277,0,3,"Lindblom, Miss. Augusta Charlotta",0,1.2018099353148226,0,0,347073,-0.49237782784290063,,2
278,0,2,"Parkes, Mr. Francis ""Frank""",1,-0.10463740114712752,0,0,239853,-0.6484216535389205,,2
279,0,3,"Rice, Master. Eric",1,-1.7184841108942424,4,1,382652,-0.06199888922968463,,1
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",0,0.4333115021019107,1,1,C.A. 2673,-0.24069423801061057,,2
281,0,3,"Duane, Mr. Frank",1,2.738806801740646,0,0,336439,-0.49237782784290063,,1
282,0,3,"Olsson, Mr. Nils Johan Goransson",1,-0.10463740114712752,0,0,347464,-0.4902797934380587,,2
283,0,3,"de Pelsmaeker, Mr. Alfons",1,-1.0268355210026217,0,0,345778,-0.45714212526638004,,2
284,1,3,"Dorking, Mr. Edward Arthur",1,-0.7962859910387481,0,0,A/5. 10482,-0.4863374216869257,,2
285,0,1,"Smith, Mr. Richard William",1,-0.10463740114712752,0,0,113056,-0.12491978668775715,A19,2
286,0,3,"Stankovic, Mr. Ivan",1,0.27961181545932834,0,0,349239,-0.47400492578514347,,0
287,1,3,"de Mulder, Mr. Theodore",1,0.04906228549545483,0,0,345774,-0.45714212526638004,,2
288,0,3,"Naidenoff, Mr. Penko",1,-0.5657364610748746,0,0,349206,-0.4894421904510968,,2
289,1,2,"Hosono, Mr. Masabumi",1,0.9712604053509489,0,0,237798,-0.3866707201133388,,2
290,1,3,"Connolly, Miss. Kate",0,-0.5657364610748746,0,0,370373,-0.49237782784290063,,1
291,1,1,"Barber, Miss. Ellen ""Nellie""",0,-0.2583370877897099,0,0,19877,0.9391984311231651,,2
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",0,-0.7962859910387481,1,0,11967,1.1854295476653287,B49,0
293,0,2,"Levy, Mr. Rene Jacques",1,0.5101613454232019,0,0,SC/Paris 2163,-0.3891875560116617,D,0
294,0,3,"Haas, Miss. Aloisia",0,-0.41203677443229225,0,0,349236,-0.4702296719376591,,2
295,0,3,"Mineff, Mr. Ivan",1,-0.41203677443229225,0,0,349233,-0.4894421904510968,,2
296,0,1,"Lewy, Mr. Ervin G",1,-0.10463740114712752,0,0,PC 17612,-0.09027201697708476,,0
297,0,3,"Hanna, Mr. Mansour",1,-0.45046169609293785,0,0,2693,-0.5028639729296732,,0
298,0,1,"Allison, Miss. Helen Loraine",0,-2.1027333275006983,1,2,113781,2.4029901895877646,C22 C26,2
299,1,1,"Saalfeld, Mr. Adolphe",1,-0.10463740114712752,0,0,19988,-0.034313694348132716,C106,2
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,1.5860591519212783,0,1,PC 17558,4.335332226633905,B58 B60,0
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,-0.10463740114712752,0,0,9234,-0.49237782784290063,,1
302,1,3,"McCoy, Mr. Bernard",1,-0.10463740114712752,2,0,367226,-0.18029017645086096,,1
303,0,3,"Johnson, Mr. William Cahoone Jr",1,-0.7962859910387481,0,0,LINE,-0.6484216535389205,,2
304,1,2,"Keane, Miss. Nora A",0,-0.10463740114712752,0,0,226593,-0.3997582667846179,E101,1
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",1,-0.10463740114712752,0,0,A/5 2466,-0.4863374216869257,,2
306,1,1,"Allison, Master. Hudson Trevor",1,-2.1857311582876924,1,2,113781,2.4029901895877646,C22 C26,2
307,1,1,"Fleming, Miss. Margaret",0,-0.10463740114712752,0,0,17421,1.5841789061771412,,0
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,-0.9499856776813305,1,0,PC 17758,1.5442457810799908,C65,0
309,0,2,"Abelson, Mr. Samuel",1,0.04906228549545483,1,0,P/PP 3381,-0.16518916106092355,,0
310,1,1,"Francatelli, Miss. Laura Mabel",0,0.04906228549545483,0,0,PC 17485,0.49782998024351216,E36,0
311,1,1,"Hays, Miss. Margaret Bechstein",0,-0.41203677443229225,0,0,11767,1.0259447039291216,C54,0
312,1,1,"Ryerson, Miss. Emily Borie",0,-0.8731358343600393,2,2,PC 17608,4.634416897040849,B57 B59 B63 B66,0
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",0,-0.2583370877897099,1,1,250651,-0.12491978668775715,,2
314,0,3,"Hendekovic, Mr. Ignjac",1,-0.10463740114712752,0,0,349243,-0.4894421904510968,,2
315,0,2,"Hart, Mr. Benjamin",1,1.0481102486722402,1,1,F.C.C. 13529,-0.11988611489111134,,2
316,1,3,"Nilsson, Miss. Helmina Josefina",0,-0.2583370877897099,0,0,347470,-0.4902797934380587,,2
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",0,-0.41203677443229225,1,0,244367,-0.12491978668775715,,2
318,0,2,"Moraweck, Dr. Ernest",1,1.893458525206443,0,0,29011,-0.36653603292675563,,2
319,1,1,"Wick, Miss. Mary Natalie",0,0.12591212881674602,0,2,36928,2.671117778445337,C7,2
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,0.8175607187083667,1,1,16966,2.059693773056521,E34,0
321,0,3,"Dennis, Mr. Samuel",1,-0.5657364610748746,0,0,A/5 21172,-0.5024451714361923,,2
322,0,3,"Danoff, Mr. Yoto",1,-0.1814872444684187,0,0,349219,-0.4894421904510968,,2
323,1,2,"Slayter, Miss. Hilda Mary",0,0.04906228549545483,0,0,234818,-0.3997582667846179,,1
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,-0.5657364610748746,1,1,248738,-0.06451572512800753,,2
325,0,3,"Sage, Mr. George John Jr",1,-0.10463740114712752,8,2,CA. 2343,0.7519458402879414,,2
326,1,1,"Young, Miss. Marie Grice",0,0.5101613454232019,0,0,PC 17760,2.0825124140450755,C32,0
327,0,3,"Nysveen, Mr. Johan Hansen",1,2.4314074284554814,0,0,345364,-0.5228315422126077,,2
328,1,2,"Ball, Mrs. (Ada E Hall)",0,0.5101613454232019,0,0,28551,-0.3866707201133388,D,2
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,0.12591212881674602,1,1,363291,-0.2351571990343002,,2
330,1,1,"Hippach, Miss. Jean Gertrude",0,-1.0268355210026217,0,1,111361,0.5189714017894245,B18,0
331,1,3,"McCoy, Miss. Agnes",0,-0.10463740114712752,2,0,367226,-0.18029017645086096,,1
332,0,1,"Partner, Mr. Austen",1,1.2402348569754682,0,0,113043,-0.07458306872129913,C124,2
333,0,1,"Graham, Mr. George Edward",1,0.6638610320657843,0,1,PC 17582,2.441497778832105,C91,2
334,0,3,"Vander Planke, Mr. Leo Edmondus",1,-1.0268355210026217,2,0,345764,-0.2859972841804228,,2
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,-0.10463740114712752,1,0,PC 17611,2.042579288947925,,2
336,0,3,"Denkoff, Mr. Mitto",1,-0.10463740114712752,0,0,349225,-0.4894421904510968,,2
337,0,1,"Pears, Mr. Thomas Clinton",1,-0.027787557825836348,1,0,113776,0.6925485130875209,C2,2
338,1,1,"Burns, Miss. Elizabeth Margaret",0,0.8944105620296577,0,0,16966,2.059693773056521,E40,0
339,1,3,"Dahl, Mr. Karl Edwart",1,1.2018099353148226,0,0,7598,-0.4863374216869257,,2
340,0,1,"Blackwell, Mr. Stephen Weart",1,1.2018099353148226,0,0,113784,0.06635974158478332,T,2
341,1,2,"Navratil, Master. Edmond Roger",1,-2.1027333275006983,1,1,230080,-0.12491978668775715,F2,2
342,1,1,"Fortune, Miss. Alice Elizabeth",0,-0.41203677443229225,3,2,19950,4.647001076532463,C23 C25 C27,2
343,0,2,"Collander, Mr. Erik Gustaf",1,-0.10463740114712752,0,0,248740,-0.3866707201133388,,2
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",1,-0.33518693111100106,0,0,244361,-0.3866707201133388,,2
345,0,2,"Fox, Mr. Stanley Hubert",1,0.5101613454232019,0,0,229236,-0.3866707201133388,,2
346,1,2,"Brown, Miss. Amelia ""Mildred""",0,-0.41203677443229225,0,0,248733,-0.3866707201133388,F33,2
347,1,2,"Smith, Miss. Marion Elsie",0,0.8175607187083667,0,0,31418,-0.3866707201133388,,2
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,-0.10463740114712752,1,0,386525,-0.32425318983493084,,2
349,1,3,"Coutts, Master. William Loch ""William""",1,-2.025883484179407,1,1,C.A. 37671,-0.32828012727224753,,2
350,0,3,"Dimic, Mr. Jovan",1,0.9712604053509489,0,0,315088,-0.47400492578514347,,2
351,0,3,"Odahl, Mr. Nils Martin",1,-0.48888661775358344,0,0,7267,-0.4626791642426904,,2
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",1,-0.10463740114712752,0,0,113510,0.05629239799149171,C128,2
353,0,3,"Elias, Mr. Tannous",1,-1.1036853643239128,1,1,2695,-0.5028639729296732,,0
354,0,3,"Arnold-Franchi, Mr. Josef",1,-0.33518693111100106,1,0,349237,-0.29002422161773944,,2
355,0,3,"Yousif, Mr. Wazli",1,-0.10463740114712752,0,0,2647,-0.5029485386158568,,0
356,0,3,"Vanden Steen, Mr. Leo Peter",1,-0.10463740114712752,0,0,345783,-0.45714212526638004,,2
357,1,1,"Bowerman, Miss. Elsie Edith",0,-0.5657364610748746,0,1,113505,0.4589861417231558,E33,2
358,0,2,"Funk, Miss. Annie Clemmer",0,0.6638610320657843,0,0,237671,-0.3866707201133388,,2
359,1,3,"McGovern, Miss. Mary",0,-0.10463740114712752,0,0,330931,-0.48977642625839407,,1
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",0,-0.10463740114712752,0,0,330980,-0.48977642625839407,,1
361,0,3,"Skoog, Mr. Wilhelm",1,0.8175607187083667,1,4,347088,-0.08666388103324908,,2
362,0,2,"del Carlo, Mr. Sebastiano",1,-0.027787557825836348,1,0,SC/PARIS 2167,-0.09027201697708476,,0
363,0,3,"Barbara, Mrs. (Catherine David)",0,1.2018099353148226,0,1,2691,-0.3573908580066095,,0
364,0,3,"Asim, Mr. Adola",1,0.4333115021019107,0,0,SOTON/O.Q. 3101310,-0.5064721088735089,,2
365,0,3,"O'Brien, Mr. Thomas",1,-0.10463740114712752,1,0,370365,-0.3363340021468808,,1
366,0,3,"Adahl, Mr. Mauritz Nils Martin",1,0.04906228549545483,0,0,C 7076,-0.5024451714361923,,2
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,2.3545575851341902,1,0,110813,0.8667135572514657,D37,0
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",0,-0.10463740114712752,0,0,2626,-0.5028639729296732,,0
369,1,3,"Jermyn, Miss. Annie",0,-0.10463740114712752,0,0,14313,-0.49237782784290063,,1
370,1,1,"Aubart, Mme. Leontine Pauline",0,-0.41203677443229225,0,0,PC 17477,0.7469121684912956,B35,0
371,1,1,"Harder, Mr. George Achilles",1,-0.33518693111100106,1,0,11765,0.4678796330534696,E50,0
372,0,3,"Wiklund, Mr. Jakob Alfred",1,-0.8731358343600393,1,0,3101267,-0.5176307525123133,,2
373,0,3,"Beavan, Mr. William Thomas",1,-0.7962859910387481,0,0,323951,-0.4863374216869257,,2
374,0,1,"Ringhini, Mr. Sante",1,-0.5657364610748746,0,0,PC 17760,2.0825124140450755,,0
375,0,3,"Palsson, Miss. Stina Viola",0,-2.025883484179407,3,1,349909,-0.22408312108167944,,2
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,-0.10463740114712752,1,0,PC 17604,1.0060617003323709,,0
377,1,3,"Landergren, Miss. Aurora Adelia",0,-0.5657364610748746,0,0,C 7077,-0.5024451714361923,,2
378,0,1,"Widener, Mr. Harry Elkins",1,-0.1814872444684187,0,2,113503,3.610064686423428,C82,0
379,0,3,"Betros, Mr. Tannous",1,-0.719436147717457,0,0,2648,-0.5676312212027554,,0
380,0,3,"Gustafsson, Mr. Karl Gideon",1,-0.7962859910387481,0,0,347069,-0.4918744606632361,,2
381,1,1,"Bidois, Miss. Rosalie",0,0.9712604053509489,0,0,PC 17757,3.9327230485884233,,0
382,1,3,"Nakid, Miss. Maria (""Mary"")",0,-2.1795831708219895,0,2,2653,-0.33146744825388363,,0
383,0,3,"Tikkanen, Mr. Juho",1,0.20276197213803718,0,0,STON/O 2. 3101293,-0.4888542575852486,,2
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,0.4333115021019107,1,0,113789,0.39858208016340624,,2
385,0,3,"Plotcharsky, Mr. Vasil",1,-0.10463740114712752,0,0,349227,-0.4894421904510968,,2
386,0,2,"Davies, Mr. Charles Henry",1,-0.8731358343600393,0,0,S.O.C. 14879,0.8314778546749452,,2
387,0,3,"Goodwin, Master. Sidney Leonard",1,-2.1795831708219895,5,2,CA 2144,0.2958951755118318,,2
388,1,2,"Buss, Miss. Kate",0,0.5101613454232019,0,0,27849,-0.3866707201133388,,2
389,0,3,"Sadlier, Mr. Matthew",1,-0.10463740114712752,0,0,367655,-0.49279662933638163,,1
390,1,2,"Lehmann, Miss. Bertha",0,-0.9499856776813305,0,0,SC 1748,-0.40680540729992204,,0
391,1,1,"Carter, Mr. William Ernest",1,0.5101613454232019,1,2,113760,1.7677408088510642,B96 B98,2
392,1,3,"Jansson, Mr. Carl Olof",1,-0.6425863043961658,0,0,350034,-0.49145565916975514,,2
393,0,3,"Gustafsson, Mr. Johan Birger",1,-0.10463740114712752,2,0,3101277,-0.4888542575852486,,2
394,1,1,"Newell, Miss. Marjorie",0,-0.48888661775358344,1,0,35273,1.6323350375212924,D36,0
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,-0.41203677443229225,0,2,PP 9549,-0.312172377522981,G6,2
396,0,3,"Johansson, Mr. Erik",1,-0.5657364610748746,0,0,350052,-0.49145565916975514,,2
397,0,3,"Olsson, Miss. Elina",0,0.12591212881674602,0,0,350407,-0.4902797934380587,,2
398,0,2,"McKane, Mr. Peter David",1,1.2786597786361138,0,0,28403,-0.12491978668775715,,2
399,0,2,"Pain, Dr. Alfred",1,-0.48888661775358344,0,0,244278,-0.43700743807979686,,2
400,1,2,"Trout, Mrs. William H (Jessie L)",0,-0.10463740114712752,0,0,240929,-0.393717860628643,,2
401,1,3,"Niskanen, Mr. Juha",1,0.7407108753870755,0,0,STON/O 2. 3101289,-0.4888542575852486,,2
402,0,3,"Adams, Mr. John",1,-0.2583370877897099,0,0,341826,-0.4863374216869257,,2
403,0,3,"Jussila, Miss. Mari Aina",0,-0.6425863043961658,1,0,4137,-0.4505983519307405,,2
404,0,3,"Hakkarainen, Mr. Pekka Pietari",1,-0.10463740114712752,1,0,STON/O2. 3101279,-0.32928686163157667,,2
405,0,3,"Oreskovic, Miss. Marija",0,-0.719436147717457,0,0,315096,-0.47400492578514347,,2
406,0,2,"Gale, Mr. Shadrach",1,0.35646165878061953,1,0,28664,-0.22559322262067316,,2
407,0,3,"Widegren, Mr. Carl/Charles Peter",1,1.6629089952425695,0,0,347064,-0.49237782784290063,,2
408,1,2,"Richards, Master. William Rowe",1,-2.025883484179407,1,1,29106,-0.2708962687904854,,2
409,0,3,"Birkeland, Mr. Hans Martin Monsen",1,-0.6425863043961658,0,0,312992,-0.4918744606632361,,2
410,0,3,"Lefebre, Miss. Ida",0,-0.10463740114712752,3,1,4133,-0.13565761536436197,,2
411,0,3,"Sdycoff, Mr. Todor",1,-0.10463740114712752,0,0,349222,-0.4894421904510968,,2
412,0,3,"Hart, Mr. Henry",1,-0.10463740114712752,0,0,394140,-0.5103319284071769,,1
413,1,1,"Minahan, Miss. Daisy E",0,0.27961181545932834,1,0,19928,1.163700193253568,C78,1
414,0,2,"Cunningham, Mr. Alfred Fleming",1,-0.10463740114712752,0,0,239853,-0.6484216535389205,,2
415,1,3,"Sundman, Mr. Johan Julian",1,1.1249600919935314,0,0,STON/O 2. 3101269,-0.4888542575852486,,2
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,-0.10463740114712752,0,0,343095,-0.4863374216869257,,2
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,0.35646165878061953,1,1,28220,0.005955680025033696,,2
418,1,2,"Silven, Miss. Lyyli Karoliina",0,-0.8731358343600393,0,2,250652,-0.3866707201133388,,2
419,0,2,"Matthews, Mr. William John",1,0.04906228549545483,0,0,28228,-0.3866707201133388,,2
420,0,3,"Van Impe, Miss. Catharina",0,-1.4879345809303688,0,2,345773,-0.1621689579829361,,2
421,0,3,"Gheorgheff, Mr. Stanio",1,-0.10463740114712752,0,0,349254,-0.4894421904510968,,0
422,0,3,"Charters, Mr. David",1,-0.6425863043961658,0,0,A/5. 13032,-0.49271407711891657,,1
423,0,3,"Zimmerman, Mr. Leo",1,-0.027787557825836348,0,0,315082,-0.4898609919445778,,2
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,-0.10463740114712752,1,1,347080,-0.35848215805212236,,2
425,0,3,"Rosblom, Mr. Viktor Richard",1,-0.8731358343600393,1,1,370129,-0.2414492887801075,,2
426,0,3,"Wiseman, Mr. Phillippe",1,-0.10463740114712752,0,0,A/4. 34244,-0.5024451714361923,,2
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,-0.10463740114712752,1,0,2003,-0.12491978668775715,,2
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,-0.7962859910387481,0,0,250655,-0.12491978668775715,,2
429,0,3,"Flynn, Mr. James",1,-0.10463740114712752,0,0,364851,-0.49237782784290063,,1
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",1,0.20276197213803718,0,0,SOTON/O.Q. 392078,-0.4863374216869257,E10,2
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,-0.10463740114712752,0,0,110564,-0.11384570873513637,C52,2
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,-0.10463740114712752,1,0,376564,-0.32425318983493084,,2
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,0.9712604053509489,1,0,SC/AH 3085,-0.12491978668775715,,2
434,0,3,"Kallio, Mr. Nikolai Erland",1,-0.9499856776813305,0,0,STON/O 2. 3101274,-0.5049620073345151,,2
435,0,1,"Silvey, Mr. William Baird",1,1.5860591519212783,1,0,13507,0.4771073601910807,E44,2
436,1,1,"Carter, Miss. Lucile Polk",0,-1.180535207645204,1,2,113760,1.7677408088510642,B96 B98,2
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",0,-0.6425863043961658,2,2,W./C. 6608,0.04370821849987721,,2
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",0,-0.41203677443229225,2,3,29106,-0.2708962687904854,,2
439,0,1,"Fortune, Mr. Mark",1,2.661956958419355,1,4,19950,4.647001076532463,C23 C25 C27,2
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",1,0.12591212881674602,0,0,C.A. 18723,-0.43700743807979686,,2
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,1.2018099353148226,1,1,F.C.C. 13529,-0.11988611489111134,,2
442,0,3,"Hampe, Mr. Leon",1,-0.719436147717457,0,0,345769,-0.45714212526638004,,2
443,0,3,"Petterson, Mr. Johan Emil",1,-0.33518693111100106,1,0,347076,-0.4918744606632361,,2
444,1,2,"Reynaldo, Ms. Encarnacion",0,-0.10463740114712752,0,0,230434,-0.3866707201133388,,2
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",1,-0.10463740114712752,0,0,65306,-0.48507900373776425,,2
446,1,1,"Dodge, Master. Washington",1,-1.949033640858116,0,2,33638,0.9997696105865636,A34,2
447,1,2,"Mellinger, Miss. Madeleine Violet",0,-1.2573850509664952,0,1,250644,-0.255795253400548,,2
448,1,1,"Seward, Mr. Frederic Kimber",1,0.35646165878061953,0,0,113794,-0.11384570873513637,,2
449,1,3,"Baclini, Miss. Marie Catherine",0,-1.8721837975368247,2,1,2666,-0.26066180729354516,,0
450,1,1,"Peuchen, Major. Arthur Godfrey",1,1.7397588385638607,0,0,113786,-0.034313694348132716,C104,2
451,0,2,"West, Mr. Edwy Arthur",1,0.5101613454232019,1,2,C.A. 34651,-0.08968408411123653,,2
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",1,-0.10463740114712752,1,0,65303,-0.2463983948905696,,2
453,0,1,"Foreman, Mr. Benjamin Laventall",1,0.04906228549545483,0,0,113051,-0.08968408411123653,C111,0
454,1,1,"Goldenberg, Mr. Samuel L",1,1.5092093085999871,1,0,17453,1.145663540471827,C92,0
455,0,3,"Peduzzi, Mr. Joseph",1,-0.10463740114712752,0,0,A/5 2817,-0.4863374216869257,,2
456,1,3,"Jalsevac, Mr. Ivan",1,-0.027787557825836348,0,0,349240,-0.4894421904510968,,0
457,0,1,"Millet, Mr. Francis Davis",1,2.738806801740646,0,0,13509,-0.11384570873513637,E38,2
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",0,-0.10463740114712752,1,0,17464,0.395813560675251,D21,2
459,1,2,"Toomey, Miss. Ellen",0,1.5860591519212783,0,0,F.C.C. 13531,-0.43700743807979686,,2
460,0,3,"O'Connor, Mr. Maurice",1,-0.10463740114712752,0,0,371060,-0.49237782784290063,,1
461,1,1,"Anderson, Mr. Harry",1,1.432359465278696,0,0,19952,-0.11384570873513637,E12,2
462,0,3,"Morley, Mr. William",1,0.35646165878061953,0,0,364506,-0.4863374216869257,,2
463,0,1,"Gee, Mr. Arthur H",1,1.3555096219574048,0,0,111320,0.12676380314453292,E63,2
464,0,2,"Milling, Mr. Jacob Christian",1,1.432359465278696,0,0,234360,-0.3866707201133388,,2
465,0,3,"Maisner, Mr. Simon",1,-0.10463740114712752,0,0,A/S 2816,-0.4863374216869257,,2
466,0,3,"Goncalves, Mr. Manuel Estanslas",1,0.6638610320657843,0,0,SOTON/O.Q. 3101306,-0.5064721088735089,,2
467,0,2,"Campbell, Mr. William",1,-0.10463740114712752,0,0,239853,-0.6484216535389205,,2
468,0,1,"Smart, Mr. John Montgomery",1,2.0471582118490255,0,0,113792,-0.11384570873513637,,2
469,0,3,"Scanlan, Mr. James",1,-0.10463740114712752,0,0,36209,-0.4928811950225652,,1
470,1,3,"Baclini, Miss. Helene Barbara",0,-2.1987956316523123,2,1,2666,-0.26066180729354516,,0
471,0,3,"Keefe, Mr. Arthur",1,-0.10463740114712752,0,0,323592,-0.5024451714361923,,2
472,0,3,"Cacic, Mr. Luka",1,0.6638610320657843,0,0,315089,-0.47400492578514347,,2
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,0.27961181545932834,1,2,C.A. 34651,-0.08968408411123653,,2
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,-0.48888661775358344,0,0,SC/AH Basle 541,-0.3707300882677209,D,0
475,0,3,"Strandberg, Miss. Ida Sofia",0,-0.5657364610748746,0,0,7553,-0.45034666834090825,,2
476,0,1,"Clifford, Mr. George Quincy",1,-0.10463740114712752,0,0,110465,0.39858208016340624,A14,2
477,0,2,"Renouf, Mr. Peter Henry",1,0.35646165878061953,1,0,31027,-0.22559322262067316,,2
478,0,3,"Braund, Mr. Lewis Richard",1,-0.027787557825836348,1,0,3460,-0.5065566745596926,,2
